time_step	spot_number	coord_y	coord_x	blob_sigma	brightness_median	brightness_total	size_mask	bbox_y_min	bbox_y_max	bbox_x_min	bbox_x_max
0	0	627.0	142.0	1.1777777777777776	137.5	2512.0	9.0	625	629	140	144
0	1	561.0	695.0	0.7	136.0	2330.0	10.0	559	563	693	697
0	2	540.0	1002.0	1.1777777777777776	123.5	2202.0	7.0	538	542	1000	1004
0	3	536.0	366.0	0.7	102.0	1777.0	2.0	534	538	364	368
0	4	535.0	797.0	0.7	104.5	1919.0	3.0	533	537	795	799
0	5	531.0	655.0	0.7	122.0	2307.0	8.0	529	533	653	657
0	6	531.0	448.0	0.7	130.0	2228.0	6.0	529	533	446	450
0	7	525.0	910.0	0.7	122.5	2235.0	5.0	523	527	908	912
0	8	520.0	868.0	0.7	106.0	1812.0	2.0	518	522	866	870
0	9	520.0	514.0	0.7	121.0	2041.0	3.0	518	522	512	516
0	10	507.0	796.0	0.7	105.5	1870.0	3.0	505	509	794	798
0	11	505.0	874.0	1.1777777777777776	171.0	2629.0	13.0	503	507	872	876
0	12	505.0	458.0	1.6555555555555554	138.0	3292.0	17.0	502	508	455	461
0	13	500.0	677.0	1.1777777777777776	143.0	2290.0	8.0	498	502	675	679
0	14	498.0	508.0	0.7	118.0	2101.0	3.0	496	500	506	510
0	15	494.0	490.0	0.7	135.0	2351.0	7.0	492	496	488	492
1	0	626.0	143.0	0.7	118.5	2070.0	6.0	624	628	141	145
1	1	560.0	695.0	0.7	153.5	2440.0	15.0	558	562	693	697
1	2	542.0	1001.0	0.7	126.0	2332.0	8.0	540	544	999	1003
1	3	537.0	367.0	0.7	111.5	2083.0	5.0	535	539	365	369
1	4	536.0	796.0	0.7	104.5	1975.0	4.0	534	538	794	798
1	5	533.0	451.0	0.7	135.0	2470.0	9.0	531	535	449	453
1	6	530.0	656.0	0.7	125.0	2304.0	7.0	528	532	654	658
1	7	528.0	910.0	1.1777777777777776	162.0	2698.0	11.0	526	530	908	912
1	8	518.0	511.0	0.7	116.0	2100.0	4.0	516	520	509	513
1	9	514.0	345.0	0.7	110.0	2075.0	4.0	512	516	343	347
1	10	510.0	975.0	0.7	107.5	1927.0	5.0	508	512	973	977
1	11	507.0	873.0	1.1777777777777776	141.0	2475.0	10.0	505	509	871	875
1	12	504.0	456.0	1.6555555555555554	130.0	3504.0	17.0	501	507	453	459
1	13	502.0	850.0	0.7	103.5	1855.0	2.0	500	504	848	852
1	14	499.0	509.0	0.7	119.5	2167.0	4.0	497	501	507	511
1	15	496.0	490.0	1.1777777777777776	145.5	2582.0	10.0	494	498	488	492
1	16	450.0	887.0	0.7	100.5	1855.0	4.0	448	452	885	889
2	0	625.0	146.0	0.7	116.5	2113.0	5.0	623	627	144	148
2	1	559.0	695.0	1.1777777777777776	150.5	2391.0	10.0	557	561	693	697
