time_step	nuc_off_nicd_sum	nuc_off_nicd_mean	nuc_off_area	cyt_off_nicd_sum	cyt_off_nicd_mean	cyt_off_area	all_off_nicd_sum	all_off_nicd_mean	all_off_area
0	1267380	8.227234232226431	156448	1722766	8.233084698616642	212445	2990146	8.105727134968676	368893
