time_step	nuc_off_nicd_sum	nuc_off_nicd_mean	nuc_off_area	cyt_off_nicd_sum	cyt_off_nicd_mean	cyt_off_area	all_off_nicd_sum	all_off_nicd_mean	all_off_area
0	440257	6.436220068049047	64749	910864	8.498488793129246	110191	1351121	7.723339430661941	174940
