time_step	nuc_off_nicd_sum	nuc_off_nicd_mean	nuc_off_area	cyt_off_nicd_sum	cyt_off_nicd_mean	cyt_off_area	all_off_nicd_sum	all_off_nicd_mean	all_off_area
0	2092732	20.674700518505276	100315	3588701	21.153806133625412	169538	5681433	21.053807072739602	269853
