time_step	nuc_off_nicd_sum	nuc_off_nicd_mean	nuc_off_area	cyt_off_nicd_sum	cyt_off_nicd_mean	cyt_off_area	all_off_nicd_sum	all_off_nicd_mean	all_off_area
0	576842	4.101478262868704	136711	1034872	5.962418733941095	183903	1611714	5.026960769024434	320614
