time_step	nuc_off_nicd_sum	nuc_off_nicd_mean	nuc_off_area	cyt_off_nicd_sum	cyt_off_nicd_mean	cyt_off_area	all_off_nicd_sum	all_off_nicd_mean	all_off_area
0	338441	5.68573264781491	59555	623673	5.87000576190677	106977	962114	5.777352100497202	166532
